is_Date,day,month,year,first_in_paros,is_First
True,0,,,True,False
True,1,,,True,True
True,-1,,,False,False
True,-1,,,False,False
True,-1,,,True,True
True,0,,,True,True
True,0,,,True,True
True,-1,,,False,False
True,,-1,,True,True
True,,3,,True,True
True,0,,,True,True
True,0,,,True,False
True,,3,1942,False,False
True,,3,,True,True
True,,4,,True,True
True,1,,,True,True
True,1,,,True,False
True,1,5,1942,True,True
True,2,5,,True,True
True,-1,,,False,False
True,0,,,False,False
True,20,5,,True,True
True,,,1941,False,False
True,23,5,,True,True
True,28,5,,True,True
True,5,6,,True,True
True,,6,1942,True,True
True,15,6,,True,False
True,,,1922,True,False
True,12,6,,True,True
True,22,6,1942,True,False
True,27,6,1942,True,False
True,28,6,1942,False,False
True,2,7,,True,False
True,3,7,,True,False
True,0,,,False,False
True,0,,,False,False
True,4,7,,True,False
True,26,7,,True,True
True,7,7,,True,False
True,7,8,,True,True
True,9,8,,True,False
True,0,,,False,False
True,0,,,True,False
True,,,,False,False
True,11,9,,True,False
True,25,9,,True,False
True,2,8,,True,True
True,2,10,,True,False
True,0,,,True,False
True,8,10,,True,False
True,1,11,,True,True
True,31,10,1942,False,False
True,,,,True,False
True,2,11,1942,True,False
True,1,,,True,False
True,3,11,,True,False
True,13,9,,False,False
True,18,10,,True,False
True,8,11,,False,False
True,13,12,,False,False
True,10,11,,True,False
True,0,,,True,False
True,14,11,,True,False
True,14,12,,True,False
True,18,12,,True,False
True,18,12,1942,True,False
True,24,12,,True,False
True,31,12,1942,True,True
True,,,1942,True,False
True,1,1,1943,True,True
True,0,,,False,False
True,2,1,,True,False
True,4,1,,True,False
True,-1,,,False,False
True,0,,,True,False
True,19,1,,False,False
True,-1,,,False,False
True,25,1,,True,False
True,0,,,False,False
True,26,1,,True,True
True,,1,1942,False,False
True,1,,,True,False
True,7,2,,True,True
True,9,2,,False,False
True,11,2,,False,False
True,17,2,,True,False
True,0,,,False,False
True,18,2,,True,False
True,-1,,,True,False
True,0,,,False,False
True,13,3,,True,False
True,20,3,,True,False
True,24,3,,True,False
True,27,3,,True,False
True,28,3,,True,False
True,31,3,,True,False
True,,4,1943,True,False
True,2,4,,True,False
True,0,,,False,False
True,5,4,,True,True
True,13,4,,True,False
True,,,-1,False,False
True,15,4,,True,False
True,-1,,,False,False
True,18,4,,True,False
True,19,4,,True,False
True,20,4,,True,False
True,22,4,,True,True
True,24,4,,True,True
True,25,4,,True,False
True,26,4,,True,False
True,27,4,,True,True
True,1,5,,True,True
True,0,,,True,False
True,1,5,,False,False
True,0,,,True,False
True,1,,,False,False
True,2,5,,True,False
True,3,5,,True,False
True,4,5,,True,False
True,1,6,,True,False
True,,5,,False,False
True,1,6,,True,False
True,2,6,,False,False
True,3,6,,False,False
True,5,6,,True,True
True,2,7,,True,True
True,3,7,,True,False
True,5,7,,True,True
True,9,7,,True,False
True,0,,,True,False
True,7,8,,True,True
True,8,8,,True,True
True,10,8,,True,False
True,14,8,,False,False
True,-1,,,True,True
True,25,8,,False,False
True,4,9,,True,False
True,10,9,,True,False
True,12,9,,True,True
True,7,,,True,False
True,13,9,,True,False
True,14,9,,True,False
True,19,9,,True,False
True,20,9,,True,False
True,-1,,,False,False
True,22,9,,True,False
True,,5,,False,False
True,25,9,,True,False
True,26,9,,False,False
True,29,9,,True,False
True,5,10,,True,False
True,8,10,,True,False
True,11,10,,True,False
True,17,10,,False,False
True,18,10,,True,False
True,28,10,,True,False
True,5,11,,True,True
True,6,11,,True,False
True,7,11,,True,True
True,9,11,,True,True
True,3,12,,True,False
True,1,,,True,True
True,30,12,,True,False
True,,12,,True,False
True,,,1944,False,False
True,15,1,1944,True,False
True,22,1,,True,False
True,0,,,False,False
True,27,1,1944,True,True
True,30,1,,True,False
True,4,2,,True,False
True,5,2,,True,False
True,7,2,,True,False
True,8,2,,True,True
True,13,2,,True,False
True,1,,,True,False
True,25,4,,True,True
True,0,,,False,False
True,,,1942,False,False
True,26,4,,True,False
True,28,4,,True,False
True,1,5,,True,False
True,,,1943,False,False
True,25,5,,True,False
True,20,5,,True,False
True,25,6,,False,False
True,1,9,1944,False,False
True,22,7,1944,True,True
True,0,,,False,False
True,0,,,True,False
True,0,,,False,False
False,,,,True,False
True,1,5,,True,True
True,,,1957,True,True
True,,,1985,True,True
True,,9,1991,True,False
True,1,,,True,True
True,,,,True,False
True,,,1987,True,True
True,,,1964,True,False
True,1,,,True,False
True,21,8,,True,False
True,,,1919,True,True
True,,,1926,True,False
True,,,2,True,True
True,1,,,True,False
True,,,2021,True,True
True,29,6,1937,True,False
True,,,1937,True,False
True,,2,1938,True,False
True,,3,1938,True,False
True,,,1941,True,False
True,,12,1984,True,True
True,,10,1990,True,False
True,,,,True,True
True,,,1945,True,True
True,,,1956,True,True
True,1,,,True,False
True,3,,,True,True
True,8,1,1980,False,False
True,,,5,True,True
True,4,,,True,False
True,,,1961,True,False
True,,,1945,True,True
True,,,1990,False,False
True,,8,1993,True,False
False,,,,False,False
True,,,1992,True,False
True,,10,1992,True,False
True,7,12,,False,False
True,8,1,,True,False
True,8,1,1994,True,True
True,0,,,False,False
False,,,,True,False
True,,,1995,True,False
True,,,1991,True,True
False,,,,True,False
True,,1,1999,True,False
True,,,1934,True,False
True,,,1955,True,False
True,0,,,True,False
True,1,5,,True,True
True,1,,,True,False
True,1,,,True,False
False,,,,True,False
True,7,,,True,False
True,1,,,True,True
True,1,,,True,False
True,0,,,True,False
True,,,,True,False
True,1,,,True,False
True,,,1970,True,True
True,1,,,True,False
True,1,,,True,False
True,2,,,True,False
True,,,,True,False
True,,,1980,True,True
True,,,1923,True,False
True,2,,,True,False
True,1,,,True,False
True,0,,,True,False
True,,,20,True,False
True,0,,,True,True
True,,,2,True,True
True,,,0,True,False
True,0,,,True,True
True,0,,,True,False
True,12,6,1981,True,False
True,-1,,,True,True
True,7,,,True,True
True,,,,True,False
True,0,,,True,True
True,,,1960,True,True
True,0,,,True,False
True,8,3,,True,False
True,,,1956,True,False
True,-1,,,True,False
True,,,2,True,True
True,,,1937,True,True
True,,,,True,True
True,0,,,True,True
True,0,,,True,False
True,14,1,,True,True
True,16,1,,True,True
True,-1,,,True,False
True,20,1,,True,True
True,18,8,,True,True
True,18,8,,True,False
True,,,1950,True,False
True,18,8,,True,True
True,,,1966,True,True
True,,4,1974,True,False
True,1,,,True,False
True,,,2,True,False
True,,,2,True,False
True,,12,1987,True,False
True,,,1987,True,False
True,,1,,True,False
True,1,,,True,False
True,8,1,,True,True
True,1,6,1935,True,False
True,1,,,True,False
True,,,1987,True,False
True,,,1988,True,True
True,,,1988,True,False
True,,,1988,True,True
True,,,50,True,True
True,0,,,True,False
True,,7,1988,True,False
True,,,1988,True,True
True,,12,1988,True,False
True,,12,,False,False
True,,9,,True,True
True,1,,,True,False
True,2,,,False,False
True,1,,,True,False
True,7,,,True,False
True,,,1988,True,False
True,,,1989,True,True
True,,,3,True,False
True,,,1991,False,False
True,,,1989,False,False
True,,,1990,False,False
True,,7,1989,True,True
True,,9,1989,True,True
True,,,1918,True,False
True,,,,True,True
True,,,,False,False
True,0,,,True,True
True,,,1980,True,False
True,,,,True,False
True,,,,True,False
True,,,,False,False
True,,9,,True,True
True,0,,,True,False
True,12,9,,True,False
True,,,,True,True
True,,12,,True,False
True,12,9,,True,True
True,12,6,,False,False
True,12,9,,True,False
True,14,9,,True,True
True,18,9,1989,True,False
True,,,1985,True,True
False,,,,True,False
True,,,,True,True
True,1,,,True,False
True,,,1963,True,False
True,0,,,True,False
True,,9,1991,False,False
True,,,,False,False
True,,,73,False,False
True,,5,,True,True
True,,,1895,True,False
True,,,10,False,False
True,,,1928,False,False
True,,,1943,False,False
True,,,1960,True,False
True,,,1940,True,False
True,,5,,True,True
True,,5,,True,False
True,1,,,False,False
True,1,,,False,False
True,,5,,False,False
True,,,,False,False
False,,,,True,False
True,18,9,,True,True
True,5,10,,True,False
True,23,9,,True,True
True,18,9,1989,True,False
True,26,9,1989,True,False
True,,8,1991,True,False
True,,,1985,True,False
True,27,9,,True,True
True,1,,,True,False
True,1,,,True,False
True,1,10,,False,False
True,12,9,,True,False
True,1,10,,True,False
True,,3,1989,True,False
True,,10,,True,False
True,,2,1990,False,False
True,,10,,False,False
True,,2,,False,False
True,,3,,False,False
True,14,1,1990,True,True
True,14,1,,True,False
True,1,,,True,False
True,15,1,,False,False
True,0,,,False,False
True,,1,1990,True,True
True,5,3,1990,True,False
False,,,,True,False
True,22,1,,True,True
True,0,,,True,False
True,22,1,1990,True,False
True,,1,1990,True,False
False,,,,True,False
True,5,9,,True,True
True,28,9,,True,False
True,28,9,,True,False
True,11,11,1987,True,False
True,,3,1989,False,False
True,16,10,1989,True,True
True,17,10,1989,True,False
True,1,,,True,False
True,20,10,1989,False,False
True,,,1989,True,False
True,18,7,1990,False,False
True,5,11,1989,True,False
True,1,6,,True,True
True,0,,1989,False,False
True,,,1961,True,False
True,,,,True,False
True,,,1985,True,True
True,,,1960,True,False
True,,,1990,True,True
True,,,1989,True,False
True,,,1989,False,False
True,,,1989,True,False
True,28,1,,True,False
True,30,1,1990,True,False
False,,,,True,True
True,4,3,,True,False
True,,,,True,False
True,11,3,,True,True
True,9,3,,True,False
True,9,3,,True,False
True,1,,,True,False
True,,,1989,True,True
False,,,,True,False
True,7,5,1990,True,False
True,30,4,,False,False
True,7,,,False,False
True,1,,,True,True
True,29,5,1990,True,False
True,3,,,True,False
True,1,6,,False,False
True,1,2,1989,True,True
True,,,2000,True,False
True,27,4,,True,False
True,,,,True,False
True,28,4,,True,False
True,,,,True,True
True,30,4,,True,False
True,1,5,1990,True,True
True,2,5,,True,False
True,3,5,,True,False
True,5,5,,True,False
True,,3,,True,True
True,,7,,False,False
True,,5,1991,True,True
True,,,1991,True,True
True,1,2,1931,True,True
True,,4,1989,True,True
False,,,,True,False
True,,12,1990,False,False
True,,3,,False,False
True,,8,,False,False
True,,,1990,True,True
True,,6,1990,True,False
True,5,9,1991,True,False
True,,,1987,True,True
True,,8,,True,True
True,19,8,1991,True,True
True,0,,,True,False
True,19,8,,True,True
True,19,8,,True,False
True,,8,1991,True,False
True,18,8,,True,True
True,18,8,,False,False
True,21,8,,True,False
True,23,8,,True,True
True,19,8,,True,False
True,1,,,True,True
True,1,,,False,False
True,8,9,1941,True,False
True,30,8,,False,False
True,18,7,,True,False
True,,9,,False,False
True,,7,,False,False
True,2,9,,True,False
True,8,9,,False,False
True,16,9,,False,False
True,9,11,1941,False,False
True,13,9,,True,False
True,,10,,False,False
True,8,11,,True,False
True,5,,,False,False
True,17,11,,True,False
True,24,12,,False,False
True,,11,,False,False
True,6,12,,False,False
True,,,1942,False,False
False,,,,True,False
True,22,11,,False,False
True,9,12,,False,False
True,25,12,,False,False
True,,11,,False,False
True,,1,1942,True,False
True,,1,,False,False
False,,,,False,False
True,7,3,1942,True,False
True,,12,1941,True,False
True,,3,1942,True,False
True,,4,,False,False
True,,5,,False,False
True,,3,,True,False
True,,4,,False,False
True,,5,,False,False
True,18,1,1943,True,False
True,1,4,1942,True,False
True,10,9,1888,True,False
True,,,1913,True,True
True,,,1900,False,False
True,,1,1915,True,False
True,,11,,False,False
True,28,7,,False,False
True,30,7,,False,False
True,,12,1915,False,False
True,,5,1916,True,True
True,,,1917,False,False
False,,,,False,False
False,,,,True,False
True,,3,1942,False,False
True,,3,,False,False
False,,,,False,False
True,24,3,1969,True,False
True,-1,,1942,True,True
True,1,,,False,False
True,,4,,False,False
True,,4,,False,False
True,1,,,False,False
True,0,,,True,True
True,1,,,False,False
True,2,,,False,False
True,1,,,False,False
True,0,,,False,False
True,1,,,True,True
True,-1,,,True,False
True,0,,,True,True
True,,6,,False,False
True,,,1942,False,False
True,1,,,True,True
True,0,,,False,False
True,,2,,False,False
True,,,1942,True,False
True,,,1942,False,False
True,,4,,False,False
True,,9,,False,False
True,4,6,,False,False
True,5,6,,True,False
True,,12,1941,True,True
True,9,,,True,True
True,0,,,False,False
True,1,,,False,False
True,0,,,False,False
True,,,1941,True,False
True,1,,,True,False
True,,,1941,False,False
True,,,1942,True,True
True,1,,,True,False
True,,2,,True,False
True,,,1941,True,True
True,,,1942,True,True
True,5,,,False,False
True,,,1942,True,False
True,,,1942,True,True
True,,1,,False,False
True,,4,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,1941,False,False
True,,2,,True,False
True,0,,,True,False
True,0,,,True,False
True,-1,,,True,False
True,,6,,True,True
True,,,1942,False,False
True,,6,,True,True
True,-1,,,False,False
True,-4,,,True,False
True,-2,,,False,False
True,-2,,,False,False
True,-1,,,False,False
True,,,1942,True,True
True,0,,,False,False
True,0,,,True,False
True,0,,,False,False
True,,,,False,False
True,0,,,True,True
True,,,1942,False,False
True,21,8,,True,True
True,0,,,False,False
True,0,,,False,False
True,0,,,False,False
True,,6,,True,False
True,-1,,,True,False
True,20,8,1942,False,False
True,,,1942,False,False
True,-1,,,True,False
True,-1,,,False,False
True,-2,,,True,False
True,21,8,,True,True
True,-1,,,True,False
True,0,,,False,False
True,-1,,,True,True
True,,7,,False,False
True,0,,,False,False
True,,4,,True,False
True,1,,,True,True
True,1,,,True,False
True,0,,,True,False
True,23,8,1942,True,True
True,0,,,True,True
True,-1,,,True,True
True,0,,,False,False
True,-1,,,True,False
True,-1,,,False,False
True,-1,,,True,False
True,,6,,False,False
True,0,,,True,False
True,,,,True,True
True,,5,,True,False
True,1,,,True,False
True,,,100,True,False
True,,,1942,True,True
True,0,,,True,False
True,-1,,,False,False
True,-1,,,True,False
True,30,8,1942,True,True
True,0,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,-1,,,True,False
True,31,8,,True,True
True,,8,1942,False,False
True,,,1940,False,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,-1,,,True,False
True,0,,,False,False
True,-1,,,True,True
True,,8,,False,False
True,-1,,,True,True
True,0,,,False,False
True,0,,,True,False
True,,6,,True,True
True,,,1942,True,True
True,,,1942,True,True
True,0,,,True,False
True,-1,,,False,False
True,0,,,False,False
True,1942,,,True,True
True,,3,,True,False
True,,6,,True,False
True,17,4,,True,False
True,0,,,True,False
True,4,9,,False,False
True,0,,,True,True
False,,,,False,False
True,0,,,True,False
True,0,,,True,False
True,-1,,,True,True
True,,,-4,False,False
True,0,,,False,False
True,-1,,,True,False
True,-1,,,True,False
True,0,,,False,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,True
True,0,,,True,False
True,,,1923,True,False
True,,8,,True,True
True,,8,,False,False
True,,7,,True,False
True,-1,,,True,True
True,,,1942,True,True
True,,1,,False,False
True,0,,,True,False
True,,,1942,True,False
True,,,1940,True,False
True,-1,,,True,False
True,0,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,-5,False,False
True,,,1937,False,False
True,0,,,False,False
True,7,1,,False,False
True,-1,,,False,False
True,0,,,False,False
True,0,,,True,True
True,-1,,,False,False
True,1,,,False,False
True,0,,,True,False
True,,6,,True,False
True,,7,,True,False
False,,,,True,True
True,-1,,,True,False
True,-1,,,True,False
True,,,1942,True,True
True,-1,,,True,False
True,,,,True,False
True,,,1923,True,True
True,1,,,True,True
True,1,,,False,False
True,,8,1941,True,False
True,0,,,True,False
True,-1,,,True,False
True,,,1942,True,True
True,,,,True,False
True,-1,,,True,False
True,-1,,1942,True,True
True,0,,,True,True
True,0,,,True,True
True,-1,,,True,False
True,0,,,True,False
False,,,,False,False
True,0,,,True,False
True,,12,1941,True,False
True,0,,,False,False
True,,,1942,True,True
True,,,1942,True,False
True,0,,,True,True
True,-1,,,False,False
True,-2,,,False,False
True,-1,,,False,False
True,0,,,False,False
True,0,,,True,False
True,-7,,,True,True
True,-1,,,False,False
True,-2,,,False,False
True,-1,,,False,False
True,-5,,,False,False
True,0,,,False,False
True,1,,,False,False
True,0,,,False,False
True,0,,,True,False
True,0,,,False,False
True,1,,,True,False
True,1942,,,True,True
True,,,,True,False
True,0,,,True,False
True,1,,,False,False
True,0,,,True,False
True,,,1942,True,True
True,,,1942,True,True
True,,,1941,True,False
True,0,,,True,True
True,-1,,,True,True
True,-1,,,True,False
True,1,,,True,False
True,,,1942,True,False
True,,,1942,True,True
True,,,1942,True,True
True,,6,,True,False
True,-1,,,True,True
True,,8,,False,False
True,,,1943,True,False
True,0,,1943,True,True
True,1,,,True,True
True,,,1943,True,True
True,1,,0,True,False
True,0,,,True,False
True,1,,,False,False
True,-1,,,True,False
True,,,1943,True,True
True,5,2,,True,False
True,6,2,,False,False
True,0,,,False,False
True,,10,1941,True,False
True,,,1922,False,False
True,6,2,,True,False
True,,,1943,True,True
True,0,,,True,False
True,,,1943,False,False
True,0,,,False,False
True,1,,,False,False
True,,,1923,False,False
True,1,,,True,False
True,0,,,True,False
True,,,1943,True,True
True,,,,True,False
True,,6,1942,True,False
True,,1,,True,False
True,,,1942,False,False
True,,1,,True,True
True,,2,1943,True,True
True,,,1942,True,False
True,,,1942,True,False
True,,,1942,True,False
True,0,,,False,False
True,7,4,,False,False
True,,,1943,True,True
True,0,,,True,False
True,,,1888,True,False
True,,,1943,False,False
True,,,1942,True,True
True,,,1943,True,True
True,0,,,True,True
True,,6,,False,False
True,0,,,False,False
True,,,-1,False,False
True,,,1925,True,False
True,,,1925,False,False
True,-1,,1943,True,True
True,0,,,True,True
True,0,,,True,False
True,,8,,True,True
True,-1,,,True,True
True,0,,,True,False
True,0,,1943,True,True
True,0,,,True,False
True,-1,,,True,True
True,1943,,,True,True
True,0,,,True,False
True,,,-10,True,True
True,,,1943,True,True
True,,,,True,False
True,0,,,True,False
True,1,,,True,False
True,30,8,,True,True
True,0,,,True,False
True,-1,,,False,False
True,-1,,1943,True,True
False,,,,True,False
True,,8,,False,False
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,1941,True,False
True,,1,1942,True,False
True,,2,,True,False
True,,3,,False,False
True,-1,,,True,False
True,,,1943,True,True
True,0,,,True,False
True,1,,,False,False
True,0,,,False,False
True,1,,,False,False
True,1,,,False,False
True,-1,,,True,True
True,,,1943,True,True
True,-1,,,True,False
True,0,,1942,True,True
True,,,1942,False,False
True,0,,,False,False
True,0,,,False,False
True,,,,True,True
True,0,,,True,True
True,1,,,False,False
True,,,1943,True,False
False,,,,True,True
True,,,1941,False,False
True,,6,1944,False,False
True,28,10,1941,True,True
True,-1,,,True,False
True,0,,,True,False
True,-1,,,True,False
True,-1,,,False,False
True,20,10,,False,False
True,1,,,False,False
False,,,,False,False
True,-1,,,True,False
True,0,,,False,False
True,0,,,True,False
True,3,11,,True,False
True,1,,,False,False
True,29,10,,False,False
True,26,6,1944,True,False
True,15,4,,True,False
True,-1,,,False,False
True,17,4,,False,False
True,18,4,,False,False
True,0,,,False,False
True,15,4,,False,False
True,0,,,False,False
True,,,-1,False,False
True,,,0,False,False
True,15,4,,True,False
True,1,,,True,False
True,,,1922,False,False
True,0,,,True,False
True,0,,,True,False
True,1,,,False,False
True,1,1,1991,True,True
True,5,,,True,False
True,5,1,,False,False
True,0,,,False,False
True,7,1,,False,False
True,2,1,1991,True,True
True,3,1,1991,True,True
True,4,1,1991,True,True
True,,,-1,True,False
True,,5,-1,True,False
False,,,,False,False
True,,,1990,False,False
False,,,,True,False
True,,,1988,True,False
True,7,1,1991,True,True
False,,,,True,True
True,,,-1,True,False
True,8,1,1991,True,True
True,,,1960,True,False
True,9,1,1991,True,True
True,10,1,1991,True,True
True,0,,,True,False
True,0,,,True,False
True,11,1,1991,True,True
True,12,1,1991,True,True
True,13,1,1991,True,True
True,14,1,1991,True,True
True,15,1,1991,True,True
True,,,0,True,False
True,,,1958,True,False
True,,,1961,True,False
False,,,,False,False
True,,,1959,False,False
True,16,1,1991,True,True
True,17,1,1991,True,True
True,18,1,1991,True,True
True,,,1,True,True
True,9,5,,True,False
True,,,1989,True,False
True,21,1,1991,True,True
False,,,,True,True
True,,,-1,True,False
True,,,,True,False
True,0,,,True,False
False,,,,True,True
True,,,,True,False
True,28,1,1991,True,True
True,,,1980,True,True
True,-1,1,1991,True,True
False,,,,True,False
False,,,,False,False
True,-1,,,True,False
True,30,1,1991,True,True
True,31,1,1991,True,True
False,,,,True,False
True,1,2,1991,True,True
True,-1,,,True,False
True,1,2,,False,False
True,,,1986,False,False
True,0,,,False,False
True,,,1960,True,False
True,2,2,1991,True,True
True,0,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,0,,,False,False
True,3,2,1991,True,True
True,1,,,True,False
True,0,,,True,False
True,4,2,1991,True,True
True,0,,,True,False
True,,2,,True,False
True,5,2,1991,True,True
True,-1,,,True,False
True,,,,False,False
True,6,2,1991,True,True
True,0,,,True,False
True,-1,,,True,False
True,0,,,False,False
True,7,2,1991,True,True
True,-1,,,True,False
True,8,2,1991,True,True
True,0,,,True,False
True,,,0,True,False
True,,,,True,False
True,7,,,True,False
True,,12,,True,False
True,9,2,1991,True,True
True,10,2,1991,True,True
True,11,2,1991,True,True
True,0,,,True,True
True,17,3,,False,False
True,25,2,,True,False
True,12,2,1991,True,True
True,13,2,1991,True,True
False,,,,True,False
True,,,1956,True,False
True,14,2,1991,True,True
True,,,-2,True,False
True,,,-1,False,False
True,,,1991,True,True
True,,,1989,False,False
True,,,0,False,False
True,15,2,1991,True,True
True,,,1960,True,False
True,,,30,False,False
True,,,1990,False,False
True,,,30,False,False
True,16,2,1991,True,True
True,-1,,,True,False
True,0,,,True,False
False,,,,True,False
True,17,2,1991,True,True
True,18,2,1991,True,True
True,,,1956,True,False
True,,,1966,True,True
True,,,,False,False
True,19,2,1991,True,True
True,,,-1,True,False
True,20,2,1991,True,True
True,21,2,1991,True,True
True,15,2,,True,False
False,,,,False,False
True,22,2,1991,True,True
True,0,,,True,False
True,23,2,,True,False
True,23,2,1991,True,True
True,12,1,,True,False
True,,1,,False,False
True,24,2,1991,True,True
True,12,12,,True,False
True,26,2,1991,True,True
True,0,,,True,False
False,,,,False,False
False,,,,True,False
True,,,-1,False,False
True,2,,,True,False
True,27,2,1991,True,True
True,,,1958,True,False
True,28,2,1991,True,True
True,0,,,True,False
True,0,,,True,False
True,0,,,True,False
True,,,-15,True,False
True,,,1990,True,True
True,,,1,False,False
True,,,1989,True,False
True,1,3,1991,True,True
True,11,1,,True,True
True,0,,,False,False
True,-1,,,False,False
True,11,1,,True,True
True,11,3,,True,False
True,2,3,1991,True,True
True,3,3,1991,True,True
True,4,3,1991,True,True
True,,,0,True,False
True,,,0,False,False
True,,3,,False,False
True,,0,-1,False,False
True,5,3,1991,True,True
True,,,1968,True,False
True,0,,,True,False
True,2,,,False,False
True,0,,,False,False
True,6,3,1991,True,True
True,8,3,,True,True
False,,,,False,False
True,0,,,True,True
True,8,3,,False,False
True,7,3,1991,True,True
True,8,3,,True,True
True,8,3,,False,False
True,0,,,True,False
True,8,3,1991,True,True
True,,,-2,True,False
True,,,-15,True,False
True,2,,,False,False
True,1,,,False,False
True,10,3,1991,True,True
True,11,3,1991,True,True
True,,1,-1,True,True
True,,,-2,False,False
True,9,1,1990,False,False
True,12,3,1991,True,True
True,0,,,True,False
True,-1,,,False,False
True,,,-1,True,False
True,-1,,,False,False
True,13,3,1991,True,True
True,-1,,,True,False
True,,4,,True,False
True,20,3,,False,False
True,2,4,,False,False
True,,5,1989,True,False
True,14,3,1991,True,True
True,,,-10,True,False
True,-1,,,False,False
True,15,3,1991,True,True
True,,5,1989,True,True
True,0,,,False,False
True,-1,,,False,False
True,-1,,,False,False
True,16,3,1991,True,True
True,0,,,True,False
True,17,3,1991,True,True
True,18,3,1991,True,True
True,,5,1989,True,False
True,0,,,False,False
True,19,3,1991,True,True
True,-1,,,True,False
True,0,,,True,False
True,20,3,1991,True,True
True,-1,,,True,False
True,,,,True,False
True,21,3,1991,True,True
True,,5,1989,True,True
True,-2,,,False,False
True,22,3,1991,True,True
True,-1,,,True,False
True,,,1985,True,True
True,,3,,False,False
True,,5,,False,False
True,23,3,1991,True,True
True,-1,,,True,False
True,0,,,True,False
True,24,3,1991,True,True
True,0,,,True,False
True,25,3,1991,True,True
True,26,3,1991,True,True
True,-1,,,True,False
True,,,0,True,False
True,,,1991,False,False
True,,,1991,True,False
True,27,3,1991,True,True
True,,,-1,True,False
True,28,3,1991,True,True
True,-1,,,True,False
True,0,,,False,False
True,,,,False,False
True,,,,True,False
False,,,,True,True
True,,2,1986,False,False
True,29,3,1991,True,True
True,,1,,True,False
True,30,3,1991,True,True
True,31,3,1991,True,True
True,0,,,True,False
True,0,,,False,False
True,2,,,False,False
True,0,,,True,False
True,0,,,False,False
True,1,,,False,False
True,2,,,False,False
True,,,-15,True,False
True,-1,,,True,False
True,1,4,1991,True,True
True,1,4,,True,True
True,0,,,False,False
True,1,,,False,False
True,-1,,,False,False
True,0,,,False,False
True,0,,,True,False
True,0,,,False,False
True,2,4,1991,True,True
True,,4,,True,True
True,3,4,1991,True,True
True,,12,,True,False
True,,1,,False,False
True,0,,,False,False
True,,,-1,False,False
True,1,,,False,False
True,4,4,1991,True,True
True,2,4,,True,False
True,5,4,1991,True,True
True,-1,,,True,False
True,7,4,,False,False
True,0,,,False,False
True,0,,,True,False
True,,,-15,False,False
True,19,9,1969,False,False
True,6,4,1991,True,True
True,,1,,True,False
True,,3,,True,False
True,,3,,True,False
True,0,,40,False,False
True,,,1982,False,False
True,0,,,False,False
True,7,4,1991,True,True
True,0,,,True,False
True,,,,False,False
True,0,,,False,False
True,8,4,1991,True,True
True,,,-12,True,False
True,9,4,1991,True,True
True,10,4,1991,True,True
True,,,-30,True,False
True,,,-15,False,False
True,11,4,1991,True,True
True,1,,,True,False
True,12,4,1991,True,True
True,-1,,,True,False
True,-1,,,True,False
True,0,,,True,False
True,13,4,1991,True,True
True,14,4,1991,True,True
True,-1,,,True,False
False,,,,False,False
True,,,-5,True,False
True,15,4,1991,True,True
True,,,,True,False
True,1,,,True,False
True,16,4,1999,True,True
True,-1,,,True,False
True,,,,True,False
True,17,4,1991,True,True
True,0,,,True,False
True,18,4,1991,True,True
True,19,4,1991,True,True
True,2,4,,True,False
True,,,1914,True,False
True,20,4,1991,True,True
False,,,,True,False
True,,,1980,True,False
True,21,4,1991,True,True
True,-1,,,True,False
True,0,,,False,False
True,,7,1988,True,False
True,-1,,,True,False
True,22,4,1991,True,True
True,23,4,1991,True,True
True,0,,,True,False
True,-1,,,False,False
True,24,4,1991,True,True
True,,,1986,True,False
True,,,1963,False,False
True,-1,,,True,False
True,25,4,1991,True,True
True,26,4,1991,True,True
True,-1,,,True,False
True,27,4,1991,True,True
True,28,4,1991,True,True
True,0,,,True,False
True,29,4,1991,True,True
True,0,,,True,False
False,,,,False,False
True,30,4,1991,True,True
True,1,,,True,False
True,-1,,,True,False
True,-1,,,False,False
True,0,,,False,False
True,1,5,1991,True,True
True,1,5,,True,True
True,0,,,True,False
True,0,,,True,False
True,,,1953,False,False
True,2,5,1991,True,True
True,-1,,,True,False
True,,11,,False,False
True,3,5,1991,True,True
False,,,,True,False
True,0,,,True,False
True,0,,,True,False
True,0,,,False,False
True,4,5,1991,True,True
True,0,,,True,False
True,,,,True,False
True,5,5,1991,True,True
True,0,,,True,False
True,0,,,True,False
True,6,5,1991,True,True
True,,,1918,True,True
True,,,1880,False,False
True,,5,1989,True,False
True,7,5,1991,True,True
True,,1,0,True,False
True,8,5,1991,True,True
True,0,,,True,False
True,0,,,False,False
True,8,5,,True,True
True,8,5,1977,False,False
True,9,5,1991,True,True
True,,,1970,True,False
True,10,5,1991,True,True
True,,,1951,True,True
True,,,15,False,False
True,,,30,False,False
True,0,,,True,False
True,0,,,False,False
True,10,5,,False,False
True,12,5,,False,False
True,,,2005,False,False
True,,,2006,False,False
True,,,2038,False,False
